"id","OVERALL_PICK","Duration","PlayingStatus","LABEL","WC","Analytic","Clout","Authentic","Tone","WPS","BigWords","Dic","Linguistic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","det","article","number","prep","auxverb","adverb","conj","negate","verb","adj","quantity","Drives","affiliation","achieve","power","Cognition","allnone","cogproc","insight","cause","discrep","tentat","certitude","differ","memory","Affect","tone_pos","tone_neg","emotion","emo_pos","emo_neg","emo_anx","emo_anger","emo_sad","swear","Social","socbehav","prosocial","polite","conflict","moral","comm","socrefs","family","friend","female","male","Culture","politic","ethnicity","tech","Lifestyle","leisure","home","work","money","relig","Physical","health","illness","wellness","mental","substances","sexual","food","death","need","want","acquire","lack","fulfill","fatigue","reward","risk","curiosity","allure","Perception","attention","motion","space","visual","auditory","feeling","time","focuspast","focuspresent","focusfuture","Conversation","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","QMark","Exclam","Apostro","OtherP","Emoji"
333,1000,NA,"","N",913,54.05,80.32,82.78,27.48,11.27,20.26,91.57,74.59,55.31,18.62,13.03,5.48,5.37,0,0.66,1.53,5.59,10.3,6.35,1.53,14.68,6.02,5.48,5.7,0.44,17.85,5.81,4.38,11.94,6.13,3.83,1.97,6.79,1.53,5.26,1.97,0.77,0.33,0.44,0.44,1.31,0,3.18,1.86,1.31,0.66,0.33,0.33,0,0,0,0,11.5,2.63,0.33,0.44,0.66,0,0.77,9.2,0,0,0,1.53,0.44,0,0.44,0,5.26,0,0,3.18,1.31,0.77,1.1,0.33,0,0,0,0,0,0.33,0,0,0,1.75,0,0,0,0,0,0,6.9,11.94,0,1.53,7.56,1.2,0,1.97,6.46,10.51,2.19,0.66,0,0,0,0,0,17.42,8.87,6.79,0,0,1.75,0,0
334,32,4,"","Y",3118,51.1,77.14,61.24,78.93,16.95,11.87,92.21,75.37,60.04,15.04,9.72,3.5,4.17,0.51,0.06,1.19,5.32,15.78,8.37,0.77,15.17,9.43,6.54,7.5,1.22,19.18,6.09,6.22,9.75,5.29,3.11,1.41,9.72,1.12,8.6,2.31,1.09,1.38,0.67,0.61,2.5,0,5.16,4.49,0.67,1.15,0.99,0.16,0,0.16,0,0,11.03,2.89,1.12,0,0.26,0.06,0.83,9.14,0,0,0,0.96,0,0,0,0,4.91,2.69,0,1.89,0.19,0.13,0.93,0.38,0,0.38,0,0,0,0.06,0,0.16,0.22,1.6,0.35,0.13,0,0.71,0,0.19,8.5,10.2,0.74,1.83,7.02,0.77,0.06,0.42,3.98,6.9,4.43,1.15,0,0,0,0,0,15.88,5.93,5.52,0.06,0,3.5,0.87,0
335,1000,NA,"","N",260,35.28,58.38,57.98,56.22,10.83,15.38,80.77,68.46,58.46,20,11.54,4.62,6.15,0,0,0.77,8.46,11.54,4.62,0,16.92,6.92,6.92,6.92,2.31,16.92,3.85,2.31,10,6.15,0,3.85,16.92,2.31,14.62,3.85,1.54,0.77,4.62,3.85,3.85,0,2.31,2.31,0,0.77,0.77,0,0,0,0,0,8.46,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,1.54,0,0,0.77,0.77,0,0.77,0,0,0,0,0,0,0,0,1.54,0,0.77,1.54,0,0,0,0,0,7.69,8.46,1.54,2.31,4.62,0,0.77,0.77,0.77,0.77,8.46,1.54,0,0,0,0,0,22.31,10,6.15,0,0,6.15,0,0
336,29,2,"STILL PLAYING","Y",222,55.1,86.55,73.75,98.75,14.8,9.46,94.59,76.13,55.86,18.02,10.36,1.8,6.31,1.35,0.9,0,7.66,16.22,6.76,0.9,14.86,9.46,2.25,6.31,0.45,22.07,10.36,5.41,14.41,6.31,5.41,3.15,13.51,2.7,10.81,1.8,0,1.35,0.9,0.45,6.76,0,9.01,8.11,0.9,0.9,0.9,0,0,0,0,0,10.81,0.45,0,0,0,0,0,10.36,0,0,0,0.9,0.9,0,0,0.9,8.56,7.21,0.45,0.9,0,0,0.45,0,0,0,0,0,0,0.45,0,0.9,0,1.8,0,0,0,1.35,0.9,0.9,12.16,12.16,2.7,2.25,6.31,0.9,0,1.35,4.95,4.5,4.95,2.7,0,0,0,0,0,19.37,6.76,8.11,0,0,4.5,0,0
337,5,6,"STILL PLAYING","Y",8241,20.36,55.18,72.07,67.81,12.58,11.07,93.46,79.17,64.13,20.3,13.82,5.87,3.6,0.86,2.11,1.18,6.48,14.31,6.65,1.94,13.64,11.61,7.12,6.37,2.38,23.95,5.62,5.27,8.71,5.08,2.38,1.44,13.2,1.33,11.79,2.32,1.36,1.2,2.04,1.07,4.09,0,5.28,4.13,1.1,1.19,0.75,0.39,0.22,0.07,0,0,13.07,3.52,1.4,0.07,0.3,0.19,1.26,10.41,0.04,0.12,0,2.68,0.1,0.1,0,0,3.62,2.77,0.01,0.75,0.01,0.07,0.29,0.06,0,0,0,0,0,0,0.1,0.44,0.5,1.29,0.24,0.01,0.06,0.3,0.04,0.07,8.97,9.25,0.21,2.39,5.97,0.67,0.06,0.73,4.02,7.5,7,2.54,0.17,0,0.06,0.11,0,21.58,7.95,7.4,0.07,0,5.57,0.58,0
338,4,4,"STILL PLAYING","Y",3971,15.33,31.47,66.7,97.11,10.51,11.16,95.52,81.87,65.42,21.25,14.78,7.98,3.25,0.2,1.51,1.64,6.47,14.56,6.45,0.76,13.2,12.89,7.66,5.84,2.04,24.18,5.74,6.8,8.49,4.86,2.62,1.26,13.77,0.96,12.72,2.9,1.21,1.69,2.24,1.23,3.83,0.13,8.59,7.48,1.11,1.79,1.08,0.71,0.03,0.53,0,0,11.63,3.55,1.31,0.08,0.65,0.03,1.11,8.86,0.08,0.03,0,2.44,0,0,0,0,3.93,2.97,0,0.76,0.23,0,0.58,0.18,0,0.13,0,0,0,0,0.05,0.38,0.25,0.6,0.05,0,0,0.63,0.05,0.1,9.42,6.25,0.08,1.44,3.88,0.38,0.03,0.96,3.68,7.53,5.59,2.39,0.71,0.1,0.6,0,0,20.9,9.7,6.37,0,0.03,4.48,0.33,0
339,46,5,"STILL PLAYING","Y",711,15.48,83.05,16.07,59.98,18.23,13.08,94.51,79.32,62.03,17.72,13.08,2.95,5.91,0.42,0.84,1.27,4.64,10.13,5.49,0,12.66,7.17,9.7,11.39,2.11,20.25,6.33,3.8,17.3,8.44,5.06,3.8,16.88,0.84,16.03,0.84,3.38,3.8,5.91,0.84,4.64,0,8.44,5.49,2.95,0.84,0.84,0,0,0,0,0,15.61,5.49,1.69,0,0.42,0,1.69,11.39,0,0,0,0.84,0,0,0,0,3.38,2.53,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0.42,0.84,1.69,0,0,0,0,0.42,0,6.75,4.64,0.42,0.42,3.38,0,0,0.84,5.06,1.27,8.02,2.95,0.42,0.42,0,0,0,13.92,5.49,3.8,0,0,3.8,0.84,0
340,1000,NA,"","N",2141,8.46,17.7,89.35,68.03,10.76,8.17,96.59,81.83,66.32,21.63,12.56,7.71,3.04,0.47,0.75,0,9.06,12.47,6.12,1.12,13.59,12.66,8.97,8.97,2.2,22.37,5.56,3.83,6.45,3.41,2.01,1.4,12.19,2.24,9.95,1.54,0.19,0.93,3.78,1.77,3.36,0.19,6.26,4.44,1.4,1.73,0.65,0.84,0.19,0,0,0.19,8.64,3.18,0.75,0,0,0,2.43,5.46,0,0,0,0.75,0,0,0,0,3.74,2.1,0,1.26,0.37,0,1.03,0.19,0,0,0,0,0,0,0,0.37,0,1.31,0,0,0,0,0.19,0,10.51,10.7,0.56,3.64,6.68,0.56,0,0.79,3.74,9.48,6.12,1.03,0.79,0,0.79,0,0,22.65,9.48,7.61,0,0,5.56,0,0
341,1000,NA,"","N",933,28.34,92.54,33.39,97.26,15.55,6.75,97.11,82.64,64.63,19.94,14.47,4.18,5.79,0.64,3.86,0,5.47,15.76,6.43,0,13.18,9.32,5.79,8.04,0.64,22.51,4.82,5.47,11.58,6.43,1.93,3.22,12.54,4.82,7.72,3.86,0.32,1.61,0,0,1.61,0,7.4,6.75,0.32,0.96,0.64,0,0,0,0,0,16.4,5.47,0.32,0,0.32,0,2.57,11.25,0,0,0,3.86,0,0,0,0,4.82,2.89,0,1.61,0,0.32,0.96,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.64,0,0.32,15.76,12.22,0.32,1.93,8.04,0.32,0,3.54,1.61,3.54,7.4,0.96,0.64,0,0.64,0,0,14.47,7.72,2.89,0,0,3.86,0,0
342,1000,4,"STILL PLAYING","Y",1587,16.46,60.31,47.45,93.88,12.02,12.92,95.15,80.84,63.26,20.35,13.23,6.3,2.96,1.13,1.7,1.13,7.12,12.6,6.81,0.57,12.48,12.67,8.76,5.99,0.95,23.13,8.07,6.11,7.12,3.34,2.77,1.26,12.16,1.07,11.09,3.84,1.32,2.65,2.27,1.39,1.7,0,7.25,6.3,0.76,3.09,2.71,0.19,0,0.19,0,0,9.89,2.02,0.38,0,0.82,0.19,0.38,8.25,0,0,0,2.46,0,0,0,0,3.97,2.84,0,0.76,0.38,0,0.38,0.38,0,0,0,0,0,0,0,0.57,0.57,1.2,0,0,0,0.38,0,0,11.47,9.64,0.76,1.45,6.11,0.76,0,1.01,2.71,5.1,4.66,2.77,0.19,0,0.19,0,0,20.98,8.32,5.86,0,0,4.28,2.52,0
343,1,5,"STILL PLAYING","Y",2115,13.65,19.99,80.63,63.42,11.95,10.26,92.43,79.24,63.45,22.22,14.89,10.35,1.8,0.76,1.09,0.66,7.33,16.26,5.77,1.42,11.02,11.39,7.23,5.72,1.23,23.17,4.82,5.3,7.14,3.22,2.22,1.75,12.25,1.99,10.26,2.55,1.04,1.94,0.38,1.89,2.13,0,4.02,3.36,0.61,1.18,0.95,0.19,0.19,0,0,0,9.93,3.64,1.18,0.09,0.19,0.05,1.61,7.23,0.28,0,0.24,1.7,0.24,0.24,0,0,4.26,1.7,0.33,2.13,0.33,0.05,0.38,0,0,0,0,0,0,0.05,0,0.38,0.66,1.47,0.19,0.05,0,0.57,0.19,0.28,8.94,8.75,0.61,1.8,5.25,0.99,0.24,0.8,3.83,6.95,5.63,1.37,0.38,0,0.38,0,0,21.23,8.27,6.67,0.09,0,3.78,2.41,0
344,37,0,"","Y",3787,15.74,77.84,62.56,56.95,15.27,12.44,94.06,79.17,64.27,17.61,10.98,3.8,5.15,0.11,0.55,1.37,6.63,14.39,5.55,1.8,12.67,8.53,9.08,10.54,2.27,19.54,4.96,5.07,9.4,6.73,1.9,0.77,11.3,2.9,8.19,1.95,0.79,1.32,0.74,0.74,3.06,0.16,4.89,3.62,1.27,1.06,0.74,0.32,0,0.32,0,0,13.73,3.91,1.48,0,0.53,0.69,1.58,10.64,0,0.11,0,1.29,0.21,0.21,0,0,3.51,1.87,0.26,1.48,0,0,1,0,0,0,0,0,0,0.48,0,0.11,0.63,1.08,0.42,0,0,0.32,0.11,0.21,9.56,9.96,0.63,2.46,6.68,0.32,0.11,0.74,3.8,5.86,5.07,1.37,0.11,0,0.11,0,0,16.5,6.55,6.42,0,0,3.54,0,0
345,53,5,"","Y",3982,23.32,40.97,66.17,56.7,10.88,9.14,93.77,78.2,60.77,22.78,16.8,8.56,3.04,0.6,2.91,1.58,5.98,16,7.61,1.76,10.72,9.42,3.97,6.86,1.48,21.07,6.33,5.1,9.72,3.94,3.19,2.79,11.63,1.38,10.25,2.26,2.24,1.83,1.05,0,3.26,0.2,5.75,4.04,1.71,1.31,1.1,0.2,0,0.2,0,0,12.31,2.99,0.8,0,0.3,0.2,1.08,9.82,0.1,0,0,3.42,0,0,0,0,4.29,2.69,0,1.61,0,0,0.85,0.28,0,0.18,0.1,0,0,0,0.1,0.3,0.43,1.08,0.2,0.1,0,0.4,0,0,9.29,6.91,0.1,2.29,4.42,0.2,0.2,0.28,4.37,8.66,4.39,1.76,0,0,0,0,0,17.58,9.19,4.8,0,0,3.26,0.33,0
346,21,6,"","Y",6661,24.15,58.73,46.3,66.83,14.48,9.05,92.37,77.77,62.77,18.51,10.55,4.05,2.87,0.68,2.03,0.93,7.96,16.69,7.37,2.19,12.94,10.4,7.51,8.18,1.52,20.07,6.23,6.43,7.34,4.35,2.03,1.02,11.42,1.04,10.39,1.37,0.86,1.7,2.63,1.46,4.1,0,5.61,4.14,1.19,1.77,1.13,0.36,0.12,0.12,0.06,0,11.06,2.87,1.29,0.18,0.23,0.11,0.83,9.26,0,0,0,2.87,0,0,0,0,3.05,1.85,0.12,0.9,0.24,0,0.27,0,0,0,0,0,0,0,0,0.42,0.17,1.49,0.09,0.12,0,0.78,0.05,0.12,8.08,9.59,0.42,2.67,5.87,1.25,0.06,0.15,3.27,6.37,5.13,1.52,0.44,0,0.44,0,0,18.86,6.91,6.46,0,0,4.73,0.77,0
347,1000,NA,"","N",1649,6.66,75.47,34.26,83.84,12.21,11.83,95.15,83.75,67.13,22.68,14.8,5.64,6.49,0,1.94,0.49,7.88,11.83,6.49,0.97,11.46,14.07,8.07,6.97,2.55,26.2,5.76,3.94,10.31,7.58,1.58,1.39,16.13,2.97,13.16,2.18,0.73,3.46,0.97,0.97,3.82,0,6.97,5.4,1.15,3.4,2.79,0.18,0,0,0.18,0,13.16,2.49,1.82,0.24,0,0,0.73,11.76,0,0,0,2.12,0.24,0,0.24,0,3.21,0.97,0,2,0,0.24,0.49,0,0,0,0,0,0,0.49,0,0.24,0.73,0.97,0.73,0,0,0.61,0.24,0,8.31,6.85,0,1.52,5.03,0.24,0,0.73,3.09,6.97,8.98,3.15,0.49,0,0.49,0,0,20.62,8.19,6.91,0,0,5.28,0.24,0
348,37,2,"","Y",178,32.71,24.98,40.93,98.9,13.69,13.48,91.57,79.21,64.61,21.91,16.85,10.11,0,1.69,4.49,0,5.06,15.73,10.11,1.12,11.8,10.11,4.49,7.3,0.56,17.98,7.87,3.37,3.93,1.69,1.69,0.56,10.67,0.56,10.11,2.81,0.56,3.37,0.56,0,3.37,0,8.43,7.87,0.56,2.25,1.69,0.56,0,0,0,0,10.11,0.56,0.56,0,0,0,0,9.55,0.56,0.56,0,5.62,0,0,0,0,3.93,3.93,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.12,1.12,0,0,0,0,0,0,8.43,7.87,1.12,0.56,5.62,1.12,0,0.56,2.25,5.62,5.62,0.56,0,0,0,0,0,15.73,7.3,6.18,0,0,1.12,1.12,0
349,1000,0,"","Y",926,24.91,72.37,56.4,24.36,20.58,8.42,92.98,77.32,60.26,18.47,11.99,4.75,3.78,0,0,3.46,6.48,15.87,6.05,2.48,13.5,8.32,7.67,10.15,0.43,21.17,5.83,6.26,11.23,5.18,4.75,1.3,8.53,0,8.53,0.54,1.62,1.84,0.65,1.62,2.27,0,2.7,1.51,1.19,0.22,0,0.22,0,0,0,0,10.04,1.62,0.86,0,0,0,0.54,9.29,0,0.32,0.32,0.54,0.22,0,0,0.22,1.73,0.65,0,0.65,0.43,0,2.38,1.19,0,0.32,0,0,0,0,0,0,0,2.38,0,0.43,0.22,0,0,0.32,5.94,9.07,0.22,4,4.32,0.22,0,0.86,4.97,4.97,4.64,2.48,0.86,0,0.86,0,0,18.57,4.86,7.67,0,0,4.1,1.94,0
350,29,7,"STILL PLAYING","Y",564,48.6,95.25,80.57,88.87,14.46,6.91,98.4,81.38,61.17,20.21,18.62,6.38,5.85,0,3.19,3.19,1.6,12.23,6.91,1.06,16.49,4.26,4.79,11.17,0,23.4,4.26,4.79,15.43,8.51,6.38,1.06,11.7,1.06,10.64,3.19,0.53,3.19,0,0.53,1.6,0,7.98,6.38,1.6,2.66,1.06,1.6,0,1.6,0,0,18.09,4.26,1.6,0,1.6,0,0.53,14.89,0,0,0,3.72,0,0,0,0,7.98,4.79,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,1.06,1.06,0,0,0,1.6,0,0,10.11,12.77,0,5.85,8.51,0,0,1.06,3.72,4.79,6.38,5.85,0,0,0,0,0,15.43,6.91,5.32,0,0,3.19,0,0
351,37,7,"","Y",9233,15.36,73.11,61.61,73.88,12.41,10.69,93.4,81.44,64.26,21.74,15.91,6.74,5.04,1.09,1.12,1.69,5.83,13.65,6.13,1.6,12.94,10.78,6.72,8.01,1.85,24.06,5.13,5.13,10.21,6.5,2.32,1.51,11.52,2.19,9.34,1.82,1,1.56,0.95,0.94,3.15,0,6.99,5.21,1.78,1.94,1.22,0.71,0.44,0.02,0.09,0,14.38,4.14,1.71,0.37,0.26,0.65,1.42,11.37,0.09,0.03,0.04,1.4,0,0,0,0,3.38,2.47,0.16,0.64,0.11,0,0.64,0.04,0.04,0,0,0,0,0.04,0.02,0.38,0.15,1.97,0,0.04,0,0.64,0.26,0.03,8.43,8.86,0.29,2.09,6.14,0.48,0,0.52,2.48,7.87,5.11,3.11,0.15,0.03,0.12,0,0,20.5,8.04,5.79,0.02,0,4.75,1.9,0
352,20,8,"STILL PLAYING","Y",1198,36.23,91.85,18.95,43.91,10.99,10.68,91.32,79.3,60.43,18.95,15.19,4.67,5.43,0.5,3.59,1,3.76,13.94,6.01,0.92,15.19,7.6,7.6,7.43,0.83,21.62,5.43,6.84,12.35,7.1,3.59,1.67,12.27,0.75,11.35,2,1.42,2.42,3.17,1.25,1.25,0,7.93,4.76,3.17,2.84,2.09,0.75,0,0.75,0,0,14.36,3.59,1.92,0,1,0.75,0.17,11.77,0,0,0,3.59,0,0,0,0,3.51,2.17,0.17,1,0.17,0,0.17,0,0,0,0,0,0,0,0,1.5,0.5,2.84,0.33,0,0,0.25,0.25,0,7.6,10.1,0,1.67,8.01,0.67,0,0.25,1.67,6.34,3.51,2.09,0.17,0,0.17,0,0,16.86,8.85,3.92,0.25,0,3.84,0,0
353,9,14,"STILL PLAYING","Y",3178,34.26,98.36,47.75,56.58,14.19,8.24,96.57,84.05,64.16,21.93,13.22,2.89,5.03,2.83,1.83,0.63,8.72,17.12,6.7,1.29,13.78,8.15,5.07,6.51,0.72,22.81,5.54,7.17,10.35,6.48,3.02,1.2,15.42,3.81,11.61,4.94,2.08,1.83,0.57,1.01,1.07,0.16,4.59,3.46,1.13,1.23,0.72,0.5,0,0.5,0,0,16.21,4.25,1.6,0,0.76,0.38,0.63,12.78,0,0,0,2.3,0,0,0,0,3.93,2.8,0,0.66,0.47,0,0.44,0.31,0,0.31,0,0,0,0.13,0,0,0,1.64,0,0,0,0.31,0.13,0.5,13.85,9.09,0.69,2.17,7.02,0.63,0.35,0.16,3.37,4.69,5.16,1.2,0,0,0,0,0,15.48,7.05,5.66,0,0,2.49,0.28,0
354,5,12,"","Y",4929,14.08,79.92,49.24,75.49,10.33,10.25,94.54,80.95,64.05,22.99,15.32,5.86,4,1.18,2.8,1.46,7.67,12.62,6.21,0.85,12.25,10.77,7.43,6.9,1.14,25.97,3.92,3.45,8.91,5.25,2.82,1.22,13.33,1.44,11.89,2.98,1.56,1.68,2.27,1.3,1.79,0,5.4,4.4,0.85,1.28,0.95,0.18,0,0,0.1,0,14.2,4.1,1.01,0.65,0.16,0.28,1.34,10.85,0,0.02,0,2.82,0,0,0,0,4.18,3.27,0,0.87,0.14,0.04,1.16,0.04,0,0.02,0,0,0,0,0,0.34,0.34,1.64,0,0,0,0.73,0.26,0,7.36,8.97,0.18,2.88,5.34,0.79,0.3,0.39,3.65,9.49,5.36,2.56,0.04,0.02,0.02,0,0,17.63,9.58,3.73,0.1,0,3.61,0.61,0
355,27,11,"","Y",14583,29.69,93.94,42.62,77.75,14.16,11.09,91.53,77.86,61.67,19.93,15.09,4.07,5.33,1.84,1.92,1.78,4.83,14.11,7.22,1.52,13.28,8.72,6.2,7.88,1.36,19.85,5.49,5.65,10.14,6.58,2.15,1.85,12.74,1.31,11.39,2.43,1.63,2.63,2.03,0.71,3.02,0.04,4.98,4.31,0.58,1.8,1.43,0.29,0.12,0.03,0,0,15.2,2.94,1.2,0,0.07,0.07,1.03,13.24,0.06,0,0,2.6,0.1,0.04,0,0.05,3.03,2.01,0.07,0.51,0.38,0.06,0.54,0.11,0,0.04,0,0,0,0.1,0,0.47,0.71,2.34,0.08,0.07,0.07,0.58,0.03,0.21,9.88,8.86,0.47,2.53,6.1,0.62,0.05,0.1,3.5,4.46,5.62,2.37,0.21,0,0.17,0,0.03,17.04,7.4,5.4,0,0,3.14,1.1,0
356,1000,NA,"","N",448,28.36,4.19,92.08,32.62,14,7.14,90.18,76.79,58.93,16.96,7.14,7.14,0,0,0,0,9.82,10.71,5.36,3.57,12.5,5.36,8.04,10.71,0.89,18.75,2.68,4.46,1.79,0,1.79,0,9.82,0.89,8.93,1.79,0.89,0,1.79,0.89,2.68,0,1.79,0.89,0,1.79,0.89,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0,0.89,0,0,0,0,3.57,0.89,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,2.68,8.93,17.86,3.57,3.57,8.04,4.46,0,0.89,2.68,12.5,1.79,0.89,3.57,0,3.57,0,0,22.32,7.14,11.61,0,0,0.89,2.68,0
357,53,2,"","Y",1422,17.33,99,87.55,78.69,11.85,6.68,97.26,85.79,64.49,26.02,18.85,4.78,6.82,4.64,1.48,1.13,7.17,13.85,6.61,0.77,13.01,10.48,5.06,4.99,2.04,26.65,4.78,3.94,11.81,7.31,3.31,1.41,18.99,1.2,17.09,9.56,1.13,2.04,2.11,1.27,2.67,0,5.49,4.64,0.84,2.53,1.9,0.63,0,0,0,0,16.24,1.48,0.49,0,0,0,0.42,15.26,0,0,0,2.18,0,0,0,0,3.02,1.62,0,0.84,0,0.56,0.56,0,0,0,0,0,0,0,0,0.56,0.7,0.42,0.56,0.21,0.84,0,0.21,0,12.87,9.07,0,2.81,6.47,0,0.28,0.84,1.69,7.1,4.43,2.46,0.91,0,0.7,0.21,0,23.21,8.86,8.16,0,0,4.36,1.83,0
358,45,3,"","Y",10243,25.71,88.96,22.73,95.36,15.15,9.9,95.97,79.95,63.19,18.23,12.26,3.94,4.63,0.64,2.12,0.86,5.97,13.87,6.55,0.86,14.59,10.08,8.81,8.73,0.46,20.76,6.59,4.59,11.31,6.77,3.13,1.57,11.09,0.87,10.22,2,0.96,1.68,2,2.04,1.48,0.04,7.72,6.79,0.93,1.68,1.38,0.28,0.04,0.23,0.01,0,13.43,3.95,1.82,0.07,0.41,0.24,0.78,10.42,0.1,0.01,0.08,2.54,0,0,0,0,5.15,2.43,0.13,2.36,0.16,0.08,0.53,0.12,0.07,0.03,0,0,0,0.16,0,0.65,0.52,1.37,0,0,0,0.45,0.09,0,9.02,8.51,0.39,2.22,5.65,0.47,0.12,0.51,2.5,6.32,4.26,2.21,0.53,0,0.53,0,0,16.39,6.73,5.01,0.02,0,3.9,0.74,0
359,1000,NA,"","N",440,27.25,14.16,95.15,11.07,11,23.64,96.36,72.73,56.36,14.55,10,8.18,1.82,0,0,0,4.55,10.91,3.64,0.91,14.55,10,7.27,10.91,0,20,6.36,6.36,14.55,3.64,6.36,4.55,10.91,0.91,10,2.73,0,1.82,1.82,1.82,2.73,0,8.18,3.64,4.55,5.45,0.91,4.55,0,3.64,0.91,0,10,7.27,1.82,0,3.64,3.64,0.91,3.64,0,0,0,0.91,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0.91,1.82,0,0,0,0,0,0,10.91,13.64,0,4.55,7.27,0,0,2.73,3.64,5.45,6.36,2.73,0.91,0,0.91,0,0,17.27,9.09,4.55,0,0,3.64,0,0
360,1000,NA,"","N",1159,14.15,71.04,45.62,52.19,13.17,7.94,93.18,81.62,62.99,23.99,13.72,5.87,3.71,1.73,0.35,2.07,10.27,11.91,7.51,0.86,11.82,11.82,6.64,5.78,1.81,27.26,6.13,3.54,8.97,5.18,3.28,0.86,12.77,1.12,11.65,4.06,0.52,2.24,0.6,0.6,1.73,0.6,3.11,2.59,0.52,1.04,0.78,0.26,0,0,0,0,10.27,2.42,1.47,0,0,0,0.95,9.32,0,0,0,0.35,0,0,0,0,2.76,2.5,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.95,0.26,1.64,0,0,0,0.86,0,0,11.13,8.97,0.95,3.11,4.14,0.6,0,1.04,1.21,8.46,6.3,1.9,0.26,0,0.26,0,0,23.81,8.89,9.49,0.26,0,4.92,0.26,0
361,1000,NA,"","N",790,57.92,43.79,93.76,98.36,13.17,14.56,94.3,74.05,55.06,13.29,6.33,3.8,0,2.53,0,0,6.96,11.39,7.59,0,14.56,5.06,8.86,8.23,0.63,18.35,3.16,3.16,9.49,1.9,6.96,3.16,10.13,1.27,8.86,3.16,0,0.63,0.63,1.9,3.16,0,6.96,6.96,0,1.27,1.27,0,0,0,0,0,7.59,3.16,1.9,0,0,0,0.63,5.7,0,0,0,1.27,0,0,0,0,8.23,5.7,0.63,1.9,0,0,0.63,0,0,0,0,0,0,0.63,0,0,0,1.27,0,0,0,1.9,0,0,12.03,12.66,0,5.06,8.86,0.63,0,0.63,3.16,1.9,5.06,3.16,0.63,0,0.63,0,0,15.19,7.59,5.06,0,0,2.53,0,0
362,40,0,"","Y",948,50.32,97.9,82.21,83.56,14.81,14.35,92.83,78.9,63.29,19.83,11.81,2.11,3.8,3.8,0.42,1.69,8.02,13.5,7.17,0.84,16.46,10.97,5.91,2.95,0.42,23.21,2.53,5.91,8.44,5.91,2.11,0.42,12.24,0.84,11.39,5.49,0,0.42,2.11,1.69,1.69,0,4.22,4.22,0,0.42,0.42,0,0,0,0,0,13.92,2.53,2.11,0,0,0,0.42,11.81,0,0,0,1.27,0,0,0,0,4.22,2.53,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0.84,0,2.53,0,0,0,0,0,0,10.97,10.97,0.42,2.95,8.02,0.84,0,0,3.8,3.38,3.8,4.22,0,0,0,0,0,18.14,6.75,8.44,0,0,2.95,0,0
363,1000,NA,"","N",1260,19.76,55.2,85.58,52.07,18,16.03,94.76,81.43,63.17,19.52,13.49,6.98,3.02,1.43,1.59,0.48,6.03,14.92,5.71,1.59,14.13,9.68,10.48,7.3,0.63,20.63,7.78,6.03,7.14,4.29,2.06,1.11,13.97,1.27,12.54,3.49,0.63,1.27,2.7,2.22,2.38,0,5.08,3.49,1.43,2.06,0.95,0.95,0.16,0.16,0,0,10.32,2.86,0.95,0,0,0,0.95,8.1,0,0,0,1.9,0.16,0,0.16,0,4.76,1.75,0,2.86,0,0.16,1.11,0.63,0,0.48,0,0,0,0,0,0.48,0.63,0.63,0,0.16,0.16,0.32,0,0,6.35,10.32,0.32,2.7,5.24,1.43,0.63,1.11,6.03,5.87,5.24,1.11,0,0,0,0,0,17.46,6.03,6.19,0,0,4.92,0.32,0
364,9,6,"STILL PLAYING","Y",1036,30.83,30.39,86.24,62.77,11.51,13.9,92.86,78.57,64.86,20.46,13.32,8.69,1.93,1.16,1.35,0.19,7.14,15.25,6.56,0.19,17.18,9.27,7.53,7.72,1.93,18.34,5.79,6.18,8.3,4.05,2.9,2.12,12.36,1.74,10.62,1.93,0.58,0.97,3.47,0.58,2.32,0,5.6,4.05,1.35,1.54,1.16,0.19,0.19,0,0,0,11.58,4.05,1.16,0.77,0,0,1.54,8.11,0.58,0,0,2.7,0,0,0,0,2.51,1.54,0.19,0.77,0,0,0.39,0.19,0,0,0,0,0,0,0,0,0.58,0.39,0,0.39,0,0.19,0,0.19,8.49,11.58,0.58,2.32,8.49,0.77,0,0.97,2.7,5.79,7.14,2.32,0.19,0,0.19,0,0,18.15,9.07,4.05,0,0,4.83,0.19,0
