"id","OVERALL_PICK","Duration","PlayingStatus","LABEL","WC","Analytic","Clout","Authentic","Tone","WPS","BigWords","Dic","Linguistic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","det","article","number","prep","auxverb","adverb","conj","negate","verb","adj","quantity","Drives","affiliation","achieve","power","Cognition","allnone","cogproc","insight","cause","discrep","tentat","certitude","differ","memory","Affect","tone_pos","tone_neg","emotion","emo_pos","emo_neg","emo_anx","emo_anger","emo_sad","swear","Social","socbehav","prosocial","polite","conflict","moral","comm","socrefs","family","friend","female","male","Culture","politic","ethnicity","tech","Lifestyle","leisure","home","work","money","relig","Physical","health","illness","wellness","mental","substances","sexual","food","death","need","want","acquire","lack","fulfill","fatigue","reward","risk","curiosity","allure","Perception","attention","motion","space","visual","auditory","feeling","time","focuspast","focuspresent","focusfuture","Conversation","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","QMark","Exclam","Apostro","OtherP","Emoji"
301,42,7,"","Y",4018,29.81,86.06,39.64,67.27,20.09,10.95,94.28,81.93,65.8,19.16,11.65,2.89,2.19,2.24,1.84,2.49,7.52,18.57,8.36,1,13.69,9.31,8.51,8.16,0.45,18.37,6.62,8.06,6.67,4.13,1.74,0.8,14.09,1.99,12.1,2.59,0.95,1.14,1.39,2.34,3.19,0,3.98,3.43,0.45,0.95,0.7,0.15,0.15,0,0,0,12.89,2.69,1.89,0,0,0.1,0.3,10.95,0,0,0,2.34,0,0,0,0,3.24,2.29,0,0.95,0,0,0.6,0.3,0,0.3,0,0,0,0.3,0,0.4,0.15,1,0,0,0,0.1,0,0,8.56,9.26,0.3,1.89,6.72,0.7,0.1,0.35,2.39,1.89,6.92,2.79,1.54,0.15,1.29,0.25,0,14.19,5.57,5.08,0,0,3.14,0.4,0
302,56,2,"","Y",8838,27.92,86.5,69.88,80.11,18.3,11.77,93.7,80.81,62.4,18.5,13.54,4.32,5.65,1.37,1.1,1.11,4.96,12.04,5.44,1.79,14.65,7.66,7.9,9.02,1.3,21.62,4.57,4.63,10.34,6.79,2.24,1.57,12.76,0.71,12.05,2.48,1.9,1.71,1.45,1.34,2.87,0,5.54,4.7,0.78,1.24,0.94,0.24,0.1,0.03,0.03,0,12.3,2.23,1.09,0.14,0.15,0.07,0.76,10.48,0.15,0,0.07,1.39,0,0,0,0,4.23,3,0.17,0.54,0.28,0.38,0.24,0.17,0,0.14,0,0,0,0,0,0.49,1.03,2.16,0,0,0.03,0.41,0.03,0,10.24,12.11,1.88,3.07,7.28,0.67,0.03,0.46,3.78,6.43,3.41,3.03,0.75,0.21,0.5,0.03,0,14.27,5.26,5.45,0.2,0,2.84,0.51,0
303,33,2,"","Y",504,52.08,93.83,4.44,31.1,18,9.52,96.03,87.3,65.08,16.67,11.9,0.79,2.38,3.17,5.56,0,4.76,9.52,7.14,0.79,20.63,9.52,7.14,8.73,1.59,24.6,7.14,1.59,11.11,2.38,7.94,3.17,17.46,0.79,16.67,3.17,2.38,3.17,3.17,3.97,3.17,0.79,2.38,1.59,0.79,0.79,0,0.79,0,0.79,0,0,15.08,2.38,0,0,0.79,0,0,11.9,0,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.79,0,0,0,0.79,0,0,10.32,7.94,0,3.17,4.76,0,0,0.79,2.38,3.17,6.35,5.56,0,0,0,0,0,15.87,5.56,6.35,0,0,3.97,0,0
304,6,15,"STILL PLAYING","Y",388,1.52,1.49,94.23,99,13.38,7.22,93.56,84.54,65.72,20.88,15.21,10.82,1.55,0.52,1.55,0.77,5.67,13.4,4.12,1.8,9.54,12.63,10.57,9.79,5.15,26.03,5.41,5.67,3.35,2.32,0.77,0.52,15.72,2.32,13.4,4.64,0.52,2.32,1.8,1.55,4.38,0.26,7.47,7.47,0,2.84,2.84,0,0,0,0,0,10.05,4.64,0,0.26,0,0,3.09,5.41,0.52,0,0,2.06,1.29,0,1.29,0,2.32,1.55,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0.52,0,0,0,0,0,12.11,6.96,0,1.55,4.9,0.26,0.77,0.26,4.38,5.15,7.99,1.03,0.52,0,0.26,0.26,0,21.65,7.22,6.96,0.26,0,6.44,0.77,0
305,17,10,"","Y",1218,42.99,81.89,61.9,61.56,9.44,9.52,93.35,82.02,63.71,22.41,15.76,6.4,5.91,1.64,0.33,1.48,6.65,19.46,7.64,2.13,14.45,10.59,3.04,3.53,1.4,22.17,7.06,6.81,10.43,6.57,2.38,1.81,7.72,0.25,7.47,2.05,1.31,1.23,0,0.57,2.05,0,4.76,3.69,1.07,1.4,1.4,0,0,0,0,0,12.48,3.12,0.66,0,0,0.33,0.9,10.02,0,0,0,0.33,0,0,0,0,2.87,1.97,0,0.9,0,0,1.23,0.33,0,0,0,0,0,0.25,0,1.07,0,2.71,0.25,0,0,0.57,0.33,0,8.78,7.88,0.33,2.13,5.42,0,0,0.57,3.28,9.77,3.86,0,0,0,0,0,0,13.79,10.59,0.82,0,0,1.4,0.99,0
306,46,14,"STILL PLAYING","Y",9866,19.5,79.82,48.11,75.72,11.92,12.46,93.92,80.41,63.59,19.23,13.64,3.49,5.02,1.3,2.43,1.41,5.58,14.31,6.75,0.53,12.53,10.46,7.32,7.76,2.41,21.24,6.83,6.53,8.86,5.99,2.23,0.76,15.4,1.6,13.55,2.21,2.02,1.92,3.44,1.34,4.35,0.06,6.47,4.96,1.39,1.88,1.08,0.67,0.12,0.28,0,0,12.98,2.44,0.79,0.26,0.28,0.36,0.5,11.15,0.12,0,0,2.59,0.06,0,0,0.06,4.08,3.53,0.06,0.5,0,0,0.67,0.04,0.04,0,0,0,0,0.06,0,0.69,0.24,1.46,0.36,0.36,0,0.63,0.24,0.24,8.49,9.57,0.83,2.54,5.99,0.36,0,0.36,3.63,6.33,5.4,1.63,0.46,0.21,0.24,0,0,18.69,8.33,5.21,0.06,0,4.6,0.49,0
307,33,10,"","Y",13353,28.57,93.99,61.69,50.07,13.3,11.19,93.46,81.14,63.21,20.87,14.06,2.67,4.19,2.39,1.8,2.94,6.81,15.32,7.25,1.57,13.75,9.12,7.9,5.35,1.77,21.72,6.7,6.3,8.31,5.4,1.51,1.54,13.23,1.49,11.7,3.22,1.09,0.73,2.51,1.65,3.27,0.12,4.27,3.11,1.16,0.98,0.64,0.34,0.2,0.1,0,0,15.46,3.23,1.1,0.06,0.31,0.38,0.92,13.12,0,0.01,0,1.96,0.1,0.07,0,0.02,2.37,1.45,0.11,0.8,0.04,0,0.55,0,0,0,0,0,0,0.05,0,1.1,0.05,2.2,0.06,0.09,0,0.22,0.1,0.18,9.64,10.67,0.28,2.76,7.05,0.75,0.22,0.61,3.33,4.97,5.57,2.29,0.34,0.05,0.27,0.02,0,20.22,7.44,8.1,0.08,0,3.96,0.64,0
308,5,7,"STILL PLAYING","Y",258,20.31,8.69,97.21,74.64,8.32,11.63,93.41,79.46,63.57,20.16,12.4,8.14,1.94,1.16,0.78,0.39,7.75,14.73,6.59,0,14.34,12.4,7.75,5.43,2.71,23.64,5.43,3.88,7.36,3.88,3.1,0.39,16.28,0.78,15.5,4.26,1.55,1.55,1.16,1.94,5.81,0,4.26,3.88,0.39,1.16,1.16,0,0,0,0,0,6.98,1.94,1.16,0,0,0.39,0.39,6.2,0,0,0,1.55,0,0,0,0,2.33,1.55,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,10.47,9.3,0.39,1.94,6.59,0.39,0,0.39,4.26,4.26,7.36,3.1,1.94,0,1.94,0,0,23.26,12.02,3.88,0,0,6.98,0.39,0
309,1000,NA,"","N",447,20.31,71.14,31.32,13.1,9.93,9.4,97.99,88.59,67.79,24.16,15.44,5.37,6.04,0.67,0.67,2.68,8.72,12.75,6.71,0.67,15.44,6.04,8.72,7.38,3.36,20.13,8.05,5.37,10.07,6.04,3.36,1.34,15.44,1.34,14.09,2.01,2.01,4.03,2.01,2.01,3.36,0,7.38,3.36,4.03,3.36,0,3.36,0,1.34,0,0,15.44,4.7,0,0,1.34,1.34,2.68,10.74,0,0,0,0.67,0,0,0,0,2.68,2.68,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,1.34,3.36,0,0,0,2.01,0,0,6.71,8.05,0,1.34,5.37,0,0,2.01,2.68,8.72,2.01,0,0,0,0,0,0,18.12,10.07,4.7,0,0,3.36,0,0
310,37,2,"","Y",3922,31.35,66.44,58.66,79.94,13.67,10.68,94.19,76.93,60.66,19.35,13.11,5.46,4.51,0.87,1.05,1.22,6.25,16.32,7.55,1.15,13.18,11.14,4.16,7.19,1.86,22.41,4.92,7.09,10.12,5.84,2.86,1.78,11.47,1.86,9.61,2.68,1.84,1.02,1.84,0.89,2.78,0,6.3,4.97,1.07,1.58,1.02,0.31,0,0,0,0,11.83,3.39,1.53,0.08,0.1,0.43,0.92,9.2,0,0,0,1.15,0,0,0,0,4.74,2.7,0,1.66,0.31,0.08,1.5,0.71,0,0,0,0,0,0,0,0.43,0.1,1.45,0,0.08,0.2,0.56,0.08,0.1,9.48,8.57,0.23,1.86,5.2,0.46,0,1.38,3.42,5.2,6.55,3.6,0.41,0,0.18,0.23,0,18.13,7.22,5.2,0.1,0,5.07,0.54,0
311,1000,0,"","Y",1138,6.33,92.15,53.7,83.55,16.74,11.25,93.5,79.96,67.14,23.73,15.11,5.45,6.15,2.64,0.35,0.35,8.61,13.01,6.33,0.35,11.07,12.65,6.33,9.49,1.93,21.09,4.22,3.34,10.37,7.21,2.28,1.58,13.71,1.05,12.65,2.11,0.35,1.76,4.39,2.99,3.51,0,6.68,5.27,1.05,2.28,1.58,0.35,0,0.35,0,0,14.24,1.93,1.05,0,0.35,0.35,0.35,13.18,0,0,0,1.05,0,0,0,0,1.93,1.41,0,0.53,0,0,0.35,0,0,0,0,0,0,0.18,0,0.18,0.35,1.76,0.18,0,0,0.35,0.18,0.18,9.67,8.26,0.18,2.46,6.15,0.88,0,0,1.05,4.04,5.98,2.28,0.35,0,0.18,0.18,0,17.75,6.15,6.5,0,0,5.1,0,0
312,1000,NA,"","N",1220,13.44,75.4,77.57,71.67,16.05,12.46,95.08,81.97,63.28,19.02,13.77,4.59,3.28,2.95,0,2.95,5.25,11.8,3.93,0.33,12.79,10.16,7.87,9.18,1.64,22.95,8.85,6.23,5.25,3.28,0.66,1.31,13.11,1.97,11.15,2.62,0.66,1.64,2.62,1.64,4.26,0,4.26,3.61,0.33,0.98,0.33,0.33,0,0.33,0,0,12.46,1.97,0.33,0,0.33,0.33,0.98,10.49,0,0,0,1.31,0.33,0,0,0.33,5.57,3.93,0,1.64,0,0,0.98,0,0,0,0,0,0,0,0,0.66,0.33,0.66,0,0.33,0,0,0,0,10.49,11.48,1.64,2.3,7.21,1.97,0.33,0,2.95,4.59,3.28,2.62,0,0,0,0,0,14.43,6.23,5.9,0,0,2.3,0,0
313,5,4,"STILL PLAYING","Y",317,27.9,36.44,58.07,96.94,8.13,12.3,91.48,80.13,62.15,19.56,14.2,7.89,2.84,0.63,2.84,0,5.36,13.25,7.26,0.63,14.51,12.62,8.2,3.79,1.89,25.87,4.73,5.36,5.36,3.79,1.26,0.32,13.56,1.89,11.67,2.21,0.63,2.21,0.95,4.1,2.21,0.63,7.26,6.62,0.32,4.73,4.1,0.32,0.32,0,0,0,11.36,4.1,0.32,0.63,0,0,2.21,7.89,0.32,0,0.32,3.47,0.32,0,0.32,0,3.79,1.89,0,1.26,0,0.63,0.32,0,0,0,0,0,0,0,0,0,0.63,1.89,0.32,0,0,0,0,0.32,10.09,9.46,0.32,2.21,5.05,2.21,0,0.32,4.73,6.62,7.26,2.52,0.32,0,0.32,0,0,25.87,12.93,6.94,0,0,5.68,0.32,0
314,55,2,"","Y",4750,30.34,98.29,51.12,77.52,14.09,9.54,93.16,80.8,62.11,20.88,15.33,3.12,6.46,1.41,1.79,2.4,5.56,12.21,5.92,0.63,15.37,10.34,4.44,8.42,0.55,24.06,6.72,5.41,11.43,8.08,2.06,1.33,11.24,0.51,10.65,4.57,1.54,1.35,0.99,0.17,2.63,0,5.81,4.76,1.05,0.93,0.59,0.34,0,0.17,0,0,16.27,3.09,1.58,0,0.51,0.15,0.63,14.25,0,0,0,2.32,0,0,0,0,3.56,2.4,0,1.16,0,0,0.15,0.08,0,0,0,0,0,0,0,1.64,0.17,1.45,0,0.13,0.08,0.46,0.08,0.13,10.95,8.55,0.17,2.02,6.36,0.08,0,0.51,2.72,3.64,5.73,5.09,0.29,0.21,0.08,0,0,15.66,7.09,4.36,0,0,3.77,0.44,0
315,46,7,"","Y",27112,31.5,93.52,32.73,77.1,11.29,9.89,95.99,82.37,64.61,21.24,14.88,3.55,5.75,0.84,2.19,2.39,6.36,14.37,6.73,0.75,15.41,10.44,6.55,5.08,1.76,22.66,6.71,6.47,11.12,7.38,2.74,1.24,13.62,1.59,11.99,2.81,1.07,1.63,2.82,1.69,3.12,0,5.97,4.79,1.11,1.56,1.17,0.33,0.05,0.17,0.02,0,15.77,3.35,1.54,0.01,0.25,0.14,1.18,13.58,0.08,0,0,2.57,0,0,0,0,4.04,2.45,0.05,1.44,0.1,0.02,0.28,0.07,0,0.04,0,0,0,0.04,0.02,0.6,0.25,1.57,0.18,0.01,0.07,0.6,0.2,0.1,11.06,8.21,0.37,1.91,5.25,0.82,0.05,0.61,2.83,5.91,5.94,2.71,0.2,0.01,0.14,0.05,0,17.56,8.69,4.24,0.17,0,4.35,0.12,0
316,41,4,"","Y",6979,28.81,96.66,76.86,64.04,21.21,12.05,94.35,80.38,63.06,19.85,12.45,2.25,4.46,3.64,1.29,0.82,7.39,13.6,6.48,1.62,14.37,7.92,8.12,7.84,1.05,19.9,5.39,5.09,9.4,5.72,2.22,1.86,16.68,1.56,15.12,4.9,1.66,1.17,2.65,1.81,3.02,0,4.66,3.63,0.85,0.82,0.49,0.14,0,0.14,0,0,14.33,2.72,0.85,0.01,0.33,0.2,0.44,12.09,0,0,0,1.93,0.01,0,0,0.01,3.08,1.39,0.03,1.5,0.03,0.13,0.32,0,0,0,0,0,0,0,0,0.34,0.21,1.23,0,0.07,0,0.3,0.07,0.1,10.35,10.72,0.66,2.16,7.62,1.13,0.01,0.56,4.67,4.44,5.26,1.35,0.13,0,0.13,0,0,18.21,4.74,8.71,0,0,3.4,1.36,0
317,1000,NA,"","N",747,51.5,61.53,49.65,81.31,15.24,8.84,94.78,81.53,65.46,20.48,13.25,5.62,3.21,0,2.01,1.61,7.23,20.08,11.24,3.21,14.06,10.84,4.82,4.42,0.8,21.69,7.23,9.24,10.44,5.22,2.81,3.21,12.05,0.4,11.65,3.61,1.61,1.2,0.4,2.81,2.41,0,5.62,4.82,0.8,0.8,0.8,0,0,0,0,0,10.44,2.41,2.01,0,0,0,0,9.24,0,0,0,2.01,0,0,0,0,2.81,2.41,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2.41,0,2.41,0,0,0,0,0,0,4.42,6.43,0,0.4,5.22,0.4,0,0.4,4.02,5.62,5.22,4.02,0,0,0,0,0,12.45,6.02,2.41,0.4,0,3.61,0,0
318,52,3,"","Y",9015,38.08,96.81,48.35,58.07,12.73,10.31,93.54,79.86,61.89,18.52,12.92,2.97,5.31,1.36,1.38,1.83,5.6,14.71,7.58,0.64,14.55,9.57,6.2,7.03,1.35,23.49,4.73,6.15,8.84,6.83,1.44,0.77,11.33,2.23,9.1,1.67,1.67,1.91,1.51,0.1,1.85,0,5.42,3.87,1.45,1.28,0.43,0.74,0.33,0.1,0.1,0,16,3.28,1.4,0.04,0.16,0.26,1.15,13.5,0.2,0.03,0.1,2.95,0,0,0,0,3.68,2.74,0.37,0.58,0.1,0,0.68,0.04,0,0,0,0,0,0.2,0,1.23,0.19,1.58,0.13,0.13,0.04,0.32,0.07,0.09,9.32,12.22,1.2,2.94,7.94,0.7,0.03,0.54,3.79,6.44,4.78,3.39,0.58,0.08,0.47,0,0.03,17.74,7.68,5.83,0.24,0,3.37,0.61,0
319,27,10,"","Y",2631,36.55,98.87,9.08,90.35,11.8,9.65,93.31,79.78,62.41,20.22,16.23,2.13,5.44,0.68,5.21,2.77,3.99,13.53,6.99,0.8,15.01,9.31,7.72,4.98,0.87,20.98,5.21,7.53,10.41,6.35,3,1.06,8.13,0.38,7.53,1.29,0.8,2.32,0.8,0.38,1.71,0,6.65,5.82,0.84,2.62,1.79,0.84,0,0.61,0,0,17.79,3.12,1.18,0,0.38,0.38,0.84,15.47,0,0,0,5.44,0.11,0,0,0.11,2.39,1.75,0,0.65,0,0,0.99,0,0,0,0,0,0,0.23,0,1.03,0,1.9,0,0,0,0.27,0,0.23,9.81,10.3,0.68,3.19,7.22,1.06,0.11,0.11,2.74,4.48,5.51,2.89,0.68,0,0.68,0,0,15.66,8.48,4.33,0,0,2.74,0.11,0
320,21,11,"","Y",17661,27.7,92.92,35.06,77.12,11.11,11.31,94.17,78.63,63.21,20.23,13.35,2.88,4.65,2.32,2.34,1.04,6.87,15.19,6.82,1.4,14.21,11.52,6.29,5.23,2.14,22.66,5.59,5.68,10.75,6.06,3.03,1.95,13.59,1.78,11.77,3.04,1.53,1.83,1.77,1.05,3.07,0.06,6.34,4.97,1.3,1.47,1.02,0.36,0.05,0.15,0.03,0,14.74,3.28,1.55,0.03,0.25,0.32,0.84,12.55,0,0,0,2.5,0,0,0,0,3.6,2.56,0.03,0.96,0.01,0.03,0.37,0.07,0,0,0,0,0,0.03,0,0.66,0.62,1.76,0.16,0.15,0.12,0.86,0.28,0.16,9.48,8.31,0.57,1.46,5.58,0.7,0.17,0.59,4.15,4.06,7.38,2.97,0.12,0.03,0.05,0.04,0,18.94,8.88,5.25,0.08,0.03,4.14,0.54,0
321,38,3,"","Y",1358,21.37,70.41,20.35,92.51,11.51,10.9,94.11,79.9,59.87,20.1,10.6,3.09,5.08,0,1.77,0.66,9.5,13.48,5.89,0.22,13.18,11.34,7.07,5.67,1.91,23.78,9.28,4.42,11.93,6.26,3.9,1.99,11.71,1.18,10.53,0.96,2.14,1.77,2.36,1.33,3.53,0,7.81,6.55,1.25,2.06,1.1,0.96,0.44,0.29,0,0,10.82,3.09,0.96,0,0.74,0,1.33,8.69,0,0,0,1.77,0,0,0,0,3.53,2.14,0,1.4,0,0,0.52,0.29,0.29,0,0,0,0,0,0,0.22,0,1.62,0,0.22,0,0.22,0,0,11.05,7.07,0.22,0.88,4.42,1.33,0,0.44,4.2,7.29,6.48,3.09,0.29,0,0.29,0,0,19.44,8.69,5.23,0,0,5.52,0,0
322,1000,NA,"","N",1083,45.63,25.17,45.18,93.85,10.31,16.34,86.98,72.02,57.34,18.28,11.08,7.2,0.55,0,1.94,1.39,7.2,16.62,7.48,1.94,13.3,10.8,5.54,3.6,0.55,19.94,5.82,5.82,3.88,1.66,1.39,0.83,10.8,2.22,8.59,1.39,0.55,1.39,0.83,2.22,2.22,0.28,6.09,5.54,0,2.22,1.94,0,0,0,0,0.28,10.8,4.16,0.28,0.28,0,0.28,1.66,6.93,1.11,0.28,0,4.43,0.28,0,0,0.28,6.09,2.49,0.28,3.05,0.55,0.28,0.55,0,0,0,0,0,0.28,0,0,0,0.28,0.55,0.55,0,0,0.28,0,0,6.09,8.86,0.28,1.66,6.93,1.11,0.28,0,1.39,8.03,3.05,1.39,0.28,0,0,0,0.28,23.27,9.7,8.03,0,0,3.6,1.94,0
323,1000,NA,"","N",2874,18.27,92.36,32.08,48.9,12.28,10.13,93.74,81.52,64.72,21.4,15.76,3.55,3.34,1.98,5.43,1.15,5.64,14.93,5.95,1.77,13.47,10.44,7.1,7.2,1.77,20.98,6.58,7.31,7.72,4.07,2.51,1.36,10.54,1.67,8.77,2.4,1.15,1.46,0.63,0.84,2.51,0,4.49,2.92,1.04,1.36,0.52,0.31,0,0.31,0,0,18.06,4.38,0.42,0,0.42,0.1,2.3,13.67,0,0,0,5.95,0.1,0,0,0.1,2.4,0.94,0.1,1.25,0.1,0,1.15,0.21,0.1,0,0,0,0,0.1,0,0.31,0.21,1.36,0.1,0.1,0,0.21,0,0,10.13,12.21,0.21,1.98,8.35,1.46,0.1,0.63,3.65,6.58,6.99,1.57,0.31,0,0.21,0.1,0,22.34,8.04,7.2,0.1,0,4.7,2.3,0
324,1000,NA,"","N",1999,36.5,52.6,52.46,92.51,13.69,12.26,94.7,77.39,62.88,18.86,13.61,7.4,2.65,0.5,1.8,1.1,5.25,15.81,7.55,0.35,14.81,9.95,4.8,8.9,0.95,18.31,6.4,4.9,9.4,4.8,2.5,2.1,11.91,0.65,11.06,2.7,1.2,2.6,1.75,0.55,2.95,0,6.7,5.85,0.55,0.95,0.55,0.1,0,0.1,0,0,13.61,5,2.25,0.3,0,0,1.7,10.26,0,0,0,2.75,0,0,0,0,5.25,2.1,0,2.25,0.5,0.4,0.1,0.1,0,0,0,0,0,0,0,0.65,0.6,0.8,0.1,0.5,0,0.2,0.1,0,8.5,6.65,0.15,1.15,5.05,0.2,0,0.55,3.6,4.75,3.9,3.25,0.4,0,0.4,0,0,13.41,7.3,3.2,0,0,2.9,0,0
325,1000,NA,"","N",788,31.7,52.17,87.15,81.83,15.15,9.64,92.89,80.71,61.93,21.32,13.2,7.11,2.03,0,1.02,3.05,8.12,15.74,9.14,1.02,11.17,7.61,7.11,6.6,0.51,23.35,4.57,3.05,7.61,2.54,4.57,0.51,18.27,3.55,14.72,6.09,2.03,2.54,3.05,0.51,1.52,0,5.08,4.57,0.51,2.54,2.03,0.51,0,0.51,0,0,10.66,2.03,0.51,0,0.51,0,0,9.14,0,0,0,1.52,0,0,0,0,1.02,1.02,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,1.02,1.52,0,0,0,1.02,0,0,10.15,9.14,0.51,2.03,4.57,0,0,1.52,6.6,6.6,5.08,3.55,0,0,0,0,0,10.66,6.09,1.52,0.51,0,2.54,0,0
326,1000,NA,"","N",1309,27.7,98.11,69.02,97.03,19.83,13.22,93.12,77.31,59.97,19.1,13.9,3.44,7.1,0,0.46,2.67,5.19,14.51,5.58,2.75,13.67,8.86,7.56,7.79,0.31,19.63,6.49,5.42,13.06,8.25,2.44,2.83,6.26,1.15,5.12,1.91,1.3,0.53,0.23,0.76,0.23,0.23,6.8,6.57,0.23,0.76,0.76,0,0,0,0,0,13.9,1.83,0.84,0,0.23,0,0.46,12.38,0,0,0,1.83,0,0,0,0,4.43,1.99,0,1.91,0.31,0.23,0.53,0,0,0,0,0,0,0,0,0.46,0,1.6,0,0,0,1.15,0,0,8.1,11.99,0.23,2.37,9.7,0.46,0,0.31,4.2,3.97,4.66,3.59,0.46,0,0.23,0.23,0,14.51,5.04,5.65,0,0,3.82,0,0
327,1000,6,"","Y",486,22.46,89.16,5.41,28.48,20.25,11.11,94.44,82.72,62.35,17.28,13.58,3.7,4.94,0,4.32,0.62,3.7,14.2,4.32,0,15.43,9.88,9.88,9.26,0,23.46,9.88,3.7,9.26,5.56,3.09,0.62,9.88,0,9.88,2.47,0,4.94,0.62,0,2.47,0,8.02,4.32,3.7,3.7,1.23,2.47,0,2.47,0,0,15.43,4.94,0.62,0,3.09,0,1.23,11.11,0,0,0,4.32,0,0,0,0,4.32,4.32,0,0,0,0,0.62,0.62,0,0,0,0,0,0,0,0.62,0,3.09,0,0,0,0,0,0,14.2,11.11,0,1.85,8.02,1.23,0,0,0,4.32,3.09,3.09,0.62,0,0.62,0,0,12.35,4.94,4.94,0,0,2.47,0,0
328,23,1,"STILL PLAYING","Y",4689,16.94,89.1,26.84,96.18,12.02,12.73,92.39,76.9,61.8,18.36,11.58,3.65,4.03,1.28,1.15,1.15,6.78,14.91,6.65,1.92,12.54,10.88,9.09,9.34,0.7,19.58,6.97,5.63,8.77,5.57,2.69,0.77,11,1.28,9.72,2.75,0.9,2.37,1.47,0.96,1.6,0.13,6.97,6.53,0.45,1.47,1.34,0.13,0,0,0.06,0,12.6,2.69,1.28,0,0,0.06,0.64,10.49,0,0.06,0,2.11,0.13,0.13,0,0,4.22,2.24,0,1.54,0.38,0.13,0.58,0.13,0.06,0,0,0,0,0.13,0,0.58,0.38,1.34,0,0,0.06,0.64,0.13,0.06,8.19,6.27,0.19,0.96,4.41,0.7,0.06,0.38,4.86,3.45,7.23,1.92,0.7,0.13,0.58,0,0,22.46,8.32,8.19,0,0,4.61,1.34,0
329,1000,1,"","Y",1730,25.32,81.76,63.35,64.87,15.87,11.27,94.62,81.97,64.68,18.55,10.98,3.35,6.24,0,0,1.39,7.57,15.38,6.94,2.08,13.18,9.02,8.09,8.73,1.04,17.57,8.55,6.65,12.2,7.11,3.87,2.08,11.85,0.98,10.87,1.91,0.64,0.64,0.81,3.99,3.24,0,7.69,5.26,2.43,1.04,0.69,0.35,0,0.17,0.17,0,11.45,2.83,0.92,0,1.04,0.87,0.17,9.08,0.12,0,0,0.81,0,0,0,0,3.47,2.77,0,0.52,0.17,0,0.46,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0.87,0.35,0,6.94,8.27,0,2.08,5.84,0.17,0,0.35,4.22,6.65,3.87,1.33,0.35,0,0.35,0,0,12.72,6.3,3.47,0,0,2.95,0,0
330,1000,NA,"","N",1079,17.8,71.63,20.25,93.96,18.29,11.21,95.83,79.24,62.19,17.98,16.22,7.14,3.8,0.28,2.78,2.22,1.76,13.62,5.28,1.3,11.03,7.6,8.06,10.19,1.2,17.79,9.45,6.77,12.6,5.28,6.49,1.95,17.33,3.71,13.62,3.15,1.3,2.59,2.41,2.13,1.3,0,7.78,6.67,1.11,1.39,1.39,0,0,0,0,0,12.14,1.76,0.93,0,0,0.56,0.28,11.03,0.37,0,0.37,3.71,0,0,0,0,4.08,2.5,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.28,0,1.39,0,0,0,0,0,0,10.01,5.93,1.3,0,3.61,0.37,0,1.02,3.71,4.73,3.89,0.74,0,0,0,0,0,12.33,5.47,4.08,0,0,2.78,0,0
331,1000,0,"","Y",1320,35.35,21.2,85.46,93.39,18.33,6.67,93.33,76.97,58.79,17.88,11.82,6.67,2.42,0.3,1.52,0.91,6.06,13.33,6.36,1.82,13.64,8.18,5.76,8.48,1.21,18.79,7.88,6.06,5.15,3.33,0.61,1.21,12.42,1.21,11.21,3.03,3.03,0.61,1.21,1.52,4.24,0,6.67,6.06,0.61,2.42,1.82,0.61,0,0.3,0,0,9.09,3.33,0.61,0,0.3,0,2.42,5.76,0.3,0,0,2.12,0,0,0,0,5.45,3.64,0.61,1.21,0,0,1.52,0.3,0.3,0,0,0,0,0,0,0.61,0.3,1.52,0,0,0,0,0,0,12.42,8.18,0,1.82,6.06,0,0,0.61,4.24,9.39,2.12,0.91,0,0,0,0,0,14.55,5.45,6.36,0,0,2.73,0,0
332,9,2,"STILL PLAYING","Y",2441,26.23,97.08,18.96,88.58,10.66,10.57,93.81,79.27,62.8,21.67,16.47,3.03,6.39,0.57,2.46,3.93,5.2,14.83,7.46,1.8,12.78,9.95,6.92,4.67,1.97,23.06,4.67,5.53,12.17,7.41,2.91,1.93,13.44,1.47,11.96,2.01,1.11,1.43,1.88,3.07,2.83,0.04,6.39,5.53,0.78,2.25,1.68,0.49,0.04,0.33,0,0,17.29,2.74,0.94,0,0.29,0.12,0.94,15.12,0,0.08,0,2.91,0,0,0,0,3.97,2.62,0.04,1.15,0.12,0.04,0.53,0.16,0.08,0.04,0,0,0,0.04,0,0.86,0.16,1.97,0.16,0.08,0.04,0.7,0.04,0.16,8.89,8.6,0.49,2.21,4.92,0.86,0.08,0.9,2.17,6.6,6.39,2.29,0.41,0.16,0.25,0,0,20.03,9.34,4.71,0.04,0,5,0.94,0
